Date,Story,Annotation,Annotation in Portuguese,Platform,Overall engagement,Engagement normalised per platform,Engagement positively normalised per platform,Post in Portuguese,Post in English,Theme,Sub-theme,Detailed status as of January 18,Summarised status,Appendix,URL
2023-01-05 18:13:32,,,,Telegram,0,-0.71,43357.41,"Vai aparecer na televisão falando sobre apaziguar o país e vai até defender pautas da direita. Podem esperar.

Os globalistas possuem dinheiro, mas não possuem o povo. E eles precisam do povo. E agora, com o afastamento do presidente Bolsonaro, irão tentar dominar esse povo a qualquer custo. Fiquem bem atentos a pessoas jamais vistas de repente querendo se apoderar do movimento e se colocando como liderança de tudo. Irá acontecer. Prestem bem atenção nos próximos acontecimentos e observem os detalhes.

Lula vai cair com certeza, mas pouco adiantará se Alckmin ficar no poder, pois ele também representa um bloco de oligarquias mundiais que querem estabelecer a Nova Ordem Mundial. São quase tão fedidos quanto os comunistas, a diferença é que o comunista odeia as religiões e se relaciona muito com o narcotráfico, enquanto esses globalistas não estão nem aí para as religiões, desde que o dinheiro deles continuem a jorrar para eles. O Deus deles é o dinheiro, enquanto o Deus do comunista é o poder. E o NOSSO DEUS é JESUS CRISTO!

*Fiquem atentos, estudem, busquem conhecimento e resistam até que um verdadeiro cristão volte ao poder.* Assistam ao documentário no Youtube ""As eleições do fim do mundo"" e entendam com quem estamos lidando.

""Por falta de conhecimento, meu povo pereceu."" Oséias 4:6","It will appear on television talking about appeasing the country and will even defend guidelines from the right. They can wait.

Globalists have money, but do not have the people. And they need the people. And now, with the removal of President Bolsonaro, they will try to master these people at any cost. Be very careful to people never seen suddenly wanting to seize the movement and put themselves as leadership of everything. Will happen. Pay well attention in the next events and observe the details.

Lula will fall for sure, but it will be good if Alckmin is in power, as he also represents a block of world oligarchies who want to establish the new world order. They are almost as stinky as the communists, the difference is that the communist hates religions and relates greatly to drug trafficking, while these globalists don't care about religions, as long as their money continues to glerge for them. Their god is money, while the communist god is power. And our God is Jesus Christ!

* Stay tuned, study, seek knowledge and resist until a true Christian get back to power.

""For lack of knowledge, my people perished."" Hosea 4: 6",Other,,Unknown,Private user or post,,https://t.me//66943
2023-01-05 23:06:33,,,,Telegram,0,-0.71,43357.41,"O jogo político no Brasil e no mundo está determinado, e hoje, fica claro a existência de três forças mundiais que tentam interferir no jogo eleitoral do nosso país. 

Primeiro, a Nova Ordem Mundial, liderado pelos mega financistas como George Soros, Banco Morgan, Família Rotschild que apoiam Geraldo Alckmin (o vice de Lula) ou a chamada terceira via, com qualquer um dos seus candidatos. 

Em segundo lugar, o Partido Comunista da China, que reforça a campanha de Lula e do PT.

E a terceira força, de patriotas, formado por generais de forças armadas americanas, brasileiras e de alguns países da Europa, chamado pelo jornalista Marcelo Rossi de soberanistas, que defendem a eleição de Jair Bolsonaro. Por detrás dos soberanistas, temos hoje um grupo organizado, chamado BRICS.

Isso demonstra que a chapa Lula-Alckmin foi formada numa união altamente instável, onde um lado não confia no outro, num casamento de conveniência com data para acabar. Se a chapa Lula-Alckmin vencer as eleições em outubro, no dia seguinte à vitória, começaria o jogo de traições para comandar o poder. 
A China é um país complexo, pois não existe uma única China, mas sim milhares de Chinas, onde cada região ou território tem seus valores, costumes e interesses políticos. Em tese, há uma contradição pelo fato da China pertencer também ao BRICS, mas Xi Ji Ping, o atual mandatário é um, e o PCC é outro. E eles estão numa guerra interna por poder. Por isso, a ala da China que apoia Lula, não é a mesma ala que apoia o BRICS. Isso confunde as nossas cabeças.

A Nova Ordem Mundial aposta as suas fichas em Geraldo Alckmin, vice de Lula. Lula e o Pt, são apoiados pelo PCC (Partido Comunista Chinês).
 A guerra da Ucrânia têm mostrado que o comando mundial está mudando rapidamente de mãos. Ao tentar fazer um boicote à Rússia, como penalização por ela ter atacado a Ucrânia, o mundo ocidental percebeu que havia dado um tiro no pé! Os bancos centrais da Europa e EUA congelaram, roubaram as reservas russas em dólares e ao mesmo tempo, proibiram o mundo de comprar o petróleo e o gás russo! Só se esqueceram que os países europeus dependem do fornecimento desses combustíveis para movimentar as suas economias e usar o gás para aquecer suas casas com calefação para enfrentar o frio do inverno europeu.

Em pouco tempo, o senil presidente americano, Joe Biden, perdeu totalmente a capacidade de comando e o resto do mundo perdeu o medo e o respeito pelo comando dos americanos e dos europeus. A Nova Ordem Mundial, que comanda o governo de Joe Biden, a Alemanha, a Inglaterra, a França, Canadá, Austrália, Nova Zelândia, etc, está perdendo relevância rapidamente. Hoje, os países do BRICS, que se contrapõem à NOM, representam uma população de bilhões de habitantes e uma extensa área territorial com vários de seus países com poderio nuclear (China, Rússia, Índia). Esses países, liderados pela Rússia de Putin, promoveram um verdadeiro motim internacional, só está aceitando vender petróleo, gás e outras matérias-primas, mediante pagamento em rublos russos, lastreado em ouro, destruindo o antigo poderio do dólar que é uma moeda de mentirinha, sem lastro em nada. Hoje, os Estados Unidos é um país enfraquecido, onde a moeda que dominou as transações mundiais por quase um século está passando por um processo inflacionário que está destruindo as bolsas de valores americanas e mundiais.

Esse jogo de poder, com esses vários atores tentando conquistar o mundo, percebe que o Brasil é um país por demais importante, cujo alinhamento para um lado ou outro, desequilibra todo o jogo mundial. A reeleição de Jair Bolsonaro para presidente, para mais quatro anos de mandato, faz com que esse processo de destruição da Nova Ordem Mundial seja acelerado, pois ele conduziria a economia para o fortalecimento do real, numa cesta de moedas (rublos russos, yuan chinês, rúpia indiana e real brasileiro), com a total destruição da Europa e dos Estados Unidos e da era do petrodólar.

As pessoas não tem a mínima noção do quão importante e grande é o processo que está acontecendo, neste momento, no mundo.
Toda a ant","The political game in Brazil and the world is determined, and today, the existence of three world forces that try to interfere with the electoral game of our country is clear.

First, the new world order, led by the mega financiers such as George Soros, Banco Morgan, a Rotschild family who support Geraldo Alckmin (Lula's deputy) or the so -called Third Way, with any of his candidates.

Secondly, the Communist Party of China, which reinforces the campaign of Lula and the PT.

And the third force, of patriots, made up of generals from American, Brazilian Armed Forces and some European countries, called by journalist Marcelo Rossi of sovereigntists, who advocate the election of Jair Bolsonaro. Behind the sovereigntists, today we have an organized group called BRICS.

This demonstrates that the Lula-Alckmin plate was formed in a highly unstable union, where one side does not trust the other, in a convenience marriage to end. If the Lula-Alckmin plate wins the elections in October the day after the victory, the betrayal game would begin to command power.
China is a complex country, as there is no single China, but thousands of Chinas, where each region or territory has its values, customs and political interests. In theory, there is a contradiction because China also belongs to BRICS, but Xi Ji Ping, the current agent is one, and the CCP is another. And they are in an internal war for power. Therefore, the wing of China that supports Lula, is not the same wing that supports BRICS. This confuses our heads.

The New World Order bets its chips in Geraldo Alckmin, Lula's deputy. Lula and the PT are supported by the PCC (Chinese Communist Party).
 The Ukraine War have shown that world command is rapidly changing hands. When trying to make a boycott of Russia, as a penalty because she attacked Ukraine, the western world realized that she had shot in the foot! The central banks in Europe and the US frozen, stole Russian reserves in dollars and at the same time banned the world from buying oil and Russian gas! They have only forgotten that European countries depend on the supply of these fuels to move their economies and use gas to heat their homes with heating to face the cold of European winter.

In a short time, senile US president Joe Biden has totally lost command capacity and the rest of the world lost fear and respect for the command of Americans and Europeans. The New World Order, which runs the government of Joe Biden, Germany, England, France, Canada, Australia, New Zealand, etc., is losing relevance quickly. Today, the BRICS countries, which oppose NOM, represent a population of billions of inhabitants and an extensive territorial area with several of their countries with nuclear power (China, Russia, India). These countries, led by Putin Russia, have promoted a true international riot, are only accepting to sell oil, gas and other raw materials, by payment in gold-backed Russian rubles, destroying the old dollar power that is a fake coin , without ballast at all. Today, the United States is a weakened country, where the currency that has dominated world transactions for nearly a century is undergoing an inflationary process that is destroying American and world scholarships.

This game of power, with these various actors trying to conquer the world, realizes that Brazil is too important a country whose alignment to one side or the other, unbalances the whole world game. Jair Bolsonaro's reelection to president, for another four years of office, makes this process of destroying the new world order accelerated, as he would lead the economy to strengthen the real in a basket of coins (Russian rubles, Yuan Chinese , Indian and Brazilian Ruia), with the total destruction of Europe and the United States and the petrodollar era.

People do not have the slightest notion of how important and great is the process that is happening at this time in the world.
All",Other,,Unknown,Private user or post,,https://t.me/MATOS1950/67540
2023-01-05 23:26:05,,,,Telegram,9395,0.09,43358.21,"🇧🇷👿🇧🇷👿🇧🇷🤔

😱😱☝️Esse arquivo dos anos 80 foi ""enterrado"" pela Rede GloboLixo a pedido do PT que pagou uma grana para enterrarem. Porém,havia uma cópia que vazou e temos que divulgar a todos os brasileiros e mundo.      📌Não esconda essa sujeira.  😱😱😱PESSOAL TEMOS QUE ENVIAR ESSE VÍDEO PARA O MUNDO INTEIRO. 📌ASSISTAM ATÉ O FINAL😳

@GeFazioBreakingNews🇧🇷","🇧🇷👿🇧🇷👿🇧🇷🤔

😱😱☝️This file of the 80's was ""buried"" by Rede GloboLixo at the request of the PT that paid money to bury. However, there was a copy that leaked and we have to publicize all Brazilians and the world. 📌 Don't hide this dirt. 😱😱😱paper we have to send this video to the whole world. 📌Assist until the end😳

@Gefaziobreakingnews🇧🇷",Other,,Online,Online,,https://t.me/gefaziobreakingnews/45667
2023-01-05 23:32:38,,,,Telegram,0,-0.71,43357.41,"Brasília, 5 de janeiro de 2023. Exército ajudando na manutenção do acampamento no QG! Se nós ainda não vencemos, é porque ainda não acabou! AOS QUARTÉIS!! À BRASÍLIA!! @GeFazioBreakingNews 🇺🇸🇧🇷 ","Brasilia, January 5, 2023. Army helping to maintain the camp in the HQ! If we haven't won yet, it's because it's not over yet! To the barracks !! To Brasilia !! @GefaziobreakingNews 🇺🇸🇧🇷",Calls to join the January 8 riots,Military support,Removed by the user,Removed by the user,,
2023-01-06 02:16:06,,,,Telegram,12792,0.38,43358.50,"Vai aparecer na televisão falando sobre apaziguar o país e vai até defender pautas da direita. Podem esperar.

Os globalistas possuem dinheiro, mas não possuem o povo. E eles precisam do povo. E agora, com o afastamento do presidente Bolsonaro, irão tentar dominar esse povo a qualquer custo. Fiquem bem atentos a pessoas jamais vistas de repente querendo se apoderar do movimento e se colocando como liderança de tudo. Irá acontecer. Prestem bem atenção nos próximos acontecimentos e observem os detalhes.

Lula vai cair com certeza, mas pouco adiantará se Alckmin ficar no poder, pois ele também representa um bloco de oligarquias mundiais que querem estabelecer a Nova Ordem Mundial. São quase tão fedidos quanto os comunistas, a diferença é que o comunista odeia as religiões e se relaciona muito com o narcotráfico, enquanto esses globalistas não estão nem aí para as religiões, desde que o dinheiro deles continuem a jorrar para eles. O Deus deles é o dinheiro, enquanto o Deus do comunista é o poder. E o NOSSO DEUS é JESUS CRISTO!

*Fiquem atentos, estudem, busquem conhecimento e resistam até que um verdadeiro cristão volte ao poder.* Assistam ao documentário no Youtube ""As eleições do fim do mundo"" e entendam com quem estamos lidando.

""Por falta de conhecimento, meu povo pereceu."" Oséias 4:6

@GeFazioBreakingNews🇧🇷","It will appear on television talking about appeasing the country and will even defend guidelines from the right. They can wait.

Globalists have money, but do not have the people. And they need the people. And now, with the removal of President Bolsonaro, they will try to master these people at any cost. Be very careful to people never seen suddenly wanting to seize the movement and put themselves as leadership of everything. Will happen. Pay well attention in the next events and observe the details.

Lula will fall for sure, but it will be good if Alckmin is in power, as he also represents a block of world oligarchies who want to establish the new world order. They are almost as stinky as the communists, the difference is that the communist hates religions and relates greatly to drug trafficking, while these globalists don't care about religions, as long as their money continues to glerge for them. Their god is money, while the communist god is power. And our God is Jesus Christ!

* Stay tuned, study, seek knowledge and resist until a true Christian get back to power.

""For lack of knowledge, my people perished."" Hosea 4: 6

@Gefaziobreakingnews🇧🇷",Other,,Removed by the user,Removed by the user,,
2023-01-06 14:29:33,,,,Telegram,10680,0.20,43358.32,"Os judeus mostram o seu desespero com a proximidade das condenações por pedofilia, tentando, desesperadamente,  aprovar essa prática no mundo todo!!
O desespero é tão grande que  o judeus  Klaus Schwab, notório promotor de excrescências, junto com o judeu Harariri e sua tchurma, assumem pessoalmente essa tarefa.....
Mais tarde estudarei a matéria melhor......
Por Louis 

🔥@selvaeaco⚡⚡
 🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S
.","The Jews show their despair with the proximity of pedophilia convictions, desperately trying to approve this practice worldwide !!
Despair is so great that Jews Klaus Schwab, a notorious prosecutor, along with Jew Harariri and his tchurma, personally assume this task .....
Later I will study the article better ......
By Louis

🔥@Selvaeaco⚡⚡
🇧🇷b🇷🇺r🇮🇳i🇨🇳c🇿🇦s
.",Other,,Online,Online,,https://t.me/selvaeaco/30651
2023-01-06 15:06:22,,,,Telegram,0,-0.71,43357.41,"Mourão, China, Oficias das FFAA revoltados e o nosso papel AGORA como cidadãos conscientes _ LUTAR até o fim por nossa liberdade!!!","Mourão, China, Officials of the angry FFAA and our role now as conscious citizens - fight to the end for our freedom !!!",Calls to join the January 8 riots,Military support,Removed by the user,Removed by the user,,
2023-01-06 15:20:57,,,,Telegram,0,-0.71,43357.41,"⚠️Recomendações para que a festa da Selma seja um sucesso. Anota aí! ⚠️       🇧🇷A ""FESTA"" DA SELMA VAI INICIAR SÁBADO SEM PRAZO, DIA, E HORA PARA ACABAR A ""FESTA""🇧🇷","⚠️Recomesrs for the Selma party to be a success. Write it down! Selma's ""Festival"" will start Saturday without deadline, day, and time to end the ""party"" 🇧🇷",Calls to join the January 8 riots,,Online,Online,,https://t.me/sandranegociosoficial/68409
2023-01-06 15:27:29,,,,Telegram,0,-0.71,43357.41,"Pessoal achei em u. Grupo agora, pediram pra avisar a vc Pricila,ELA PEGA NO GRUPO DA ANA PRISCILA AZEVEDO, COMPARTILHA ESSA PUBLICAÇÃO LÁ POR FAVOR,ELA TA VAZANDO TUDO, PRINCIPALMENTE DO GRUPO RESISTENCIA CIVIL ""@dayanemota0"" o nome de uusário dela, ela uma das infiltradas mais ativas dos grupos do lula","Guys I found in u. Group Now, asked to warn you Pricila, she takes the group of Ana Priscila Azevedo, shares this publication there please, she is leaking everything, especially from the Civil Resistance Group ""@dayanemota0"" The name of her uuser, she one of the infiltrates more active from Lula groups",Calls to join the January 8 riots,,Unknown,Private user or post,,https://t.me//68420
2023-01-06 15:39:51,,,,Telegram,0,-0.71,43357.41,"Genteeee… será que nosso presidente já está sabendo dos atos de 06/07/08?!
Tomada de poder pelo povo!","Genteeee… is our president already knowing the acts of 06/07/08?!
Taking of power for the people!",Calls to join the January 8 riots,,Unknown,Private user or post,,https://t.me//68441
2023-01-06 15:44:14,,,,Telegram,0,-0.71,43357.41,"Pessoal, todos PRESTEM ATENÇÃO as 20;00 terá uma live com as orientações para a festa da SELMA! 

https://instagram.com/juliana.barrosz?igshid=MWI4MTIyMDE=","Guys, everyone pays attention to 20; 00 will have a live with the guidelines for the Selma party!

https://instagram.com/juliana.barrosz?igshid=mwi4mtiymde=",Calls to join the January 8 riots,,Unknown,Private user or post,,https://t.me//68449
2023-01-06 15:52:56,,,,Telegram,5239,-0.27,43357.86,"Verás aqui como destruíram todas as nações e tentam a redução populacional

Talvez você se recuse a pesquisar mais sobre o assunto, mesmo assim deixo aqui essa semente de conhecimento: O grupo pseudofilantropico que a elite chama de Open Society Foundations foi criada pelo Illuminati George Soros que em 1997 comprou a mineradora Vale do Rio Doce por 3,3 bilhões de reais em um leilão feito por Fernando Henrique Cardoso, a mesma era avaliada em mais de 100 bilhões de reais. 

A Open Society Foundations é quem financia a esquerda política em todo o mundo e é a responsável por financiar as ideologias e estereótipos que artificializam a personalidade Divina das populações mundiais.

O Governo Lula passou por uma aprovação da Open Society Foundations para continuar no poder e inserir a agenda 2030 dos globalistas no Brasil para extermínio da população, a chamada Nova Ordem Mundial, por isso tentam forçar e obrigar a todos a injetar medicamentos em uma verdadeira guerra químico-biológica silenciosa.

Toda a mídia mundial é financiada e controlada por uma minoria de magnatas illuminatis, os mesmos que financiam a censura das mídias alternativas de informação.

Esse é o motivo pelo qual tentam programar as pessoas a terem medo e se desesperarem assistindo apenas notícias negativas de mortes, assassinatos, assaltos, pornografia e tudo que é impuro, perverso e imoral.

A Open Society Foundations está presente em 120 países e seu fundador George Soros nomeou como presidente da Fundação Mark Malloc-Brown CEO da Smartmatic, empresa acusada de fraudes eleitorais nos EUA.

Armínio Fraga Neto ex-presidente do Banco Central do Brasil entre 1999 e 2003 foi antes Vice-presidente de um banco da Bolsa de valores em Wall Street em Nova York e foi contratado pelo magnata George Soros como Diretor-Geral de uma das suas empresas.

O Banco Central do Brasil não pertence ao povo brasileiro é uma instituição financeira privada como o FMI dos EUA que fabricam dinheiro para os governos.

Os Illuminati Rothschild são donos de mais de 160 Bancos Centrais em todo o mundo, são os chamados Nobreza Negra - donos do mundo, que cobram dos governos e do povo as taxas da chamada dívida internacional.

As eleições são fraudadas não só no Brasil, mais em todo o mundo antes mesmo das urnas eletrônicas que apenas passaram a tornar o voto secreto para os eleitores, mas não secreto para aqueles que coordenam esse sistema.

O problema das privatizações das empresas em leilões é que quem compra essas empresas nacionais em sua maioria não são os empresários nacionais, mais os magnatas estrangeiros que como sanguessugas drenam toda a economia nacional.

Outra ação das trevas contra os filhos de DEUS foi a instauração  de impostos para se manter em um terreno, a natureza é gratuita e oferece abrigo à todos os seres que nela habitam, índios e camponeses não pagam por moradia, o homem da cidade foi escravizado e obrigado a pagar por sua existência e moradia desde o nascimento até a morte.

O Reino dos Céus logo será instaurado na Terra e todo o materialismo, ganância, ambição, corrupção e mercantilização da vida seguirão sua ruína junto aqueles que tentam destruir, arruinar e burocratizar seus irmãos. Sóis vós oh homens de coragem e fé os responsáveis por reintegrar a alma humana e os bons valores, não deixem o mal frutificar espinhos e ervas daninhas em seus corações, combatam o mal enquanto há tempo, sejam luz!!!💫✨","You will see here as all nations destroyed and try to reduce population

Perhaps you refuse to research more about the subject, yet I leave here this seed of knowledge: the pseudofilanthropic group that the elite calls the open society foundations was created by Illuminati George Soros who in 1997 bought the mining company Vale do Rio Doce by 3, 3 billion reais in an auction made by Fernando Henrique Cardoso, it was evaluated at more than 100 billion reais.

The Open Society Foundations is the one who finances the political left around the world and is responsible for funding the ideologies and stereotypes that artificialize the divine personality of world populations.

The Lula administration underwent an approval by the Open Society Foundations to continue in power and insert the 2030 agenda of globalists in Brazil to exterminate the population, the so -called New World Order, so they try to force and force everyone to inject medicines into a true war silent chemical-biological.

All world media is financed and controlled by a minority of Illuminatis tycoon, the same ones that finance the censorship of alternative information media.

This is why they try to program people to be afraid and despair watching only negative news of deaths, murders, robberies, pornography and everything that is unclean, perverse and immoral.

The Open Society Foundations is present in 120 countries and its founder George Soros has appointed as president of the Mark Malloc-Brown Foundation CEO of SmartMatic, a company accused of electoral fraud in the US.

Armínio Fraga Neto Former President of the Central Bank of Brazil between 1999 and 2003 was previously vice president of a Bank of the Wall Street Stock Exchange in New York and was hired by the tycoon George Soros as director general of one of his companies.

The Central Bank of Brazil does not belong to the Brazilian people is a private financial institution like the US IMF that manufacture money for governments.

The Illuminati Rothschilds are owned by over 160 central banks worldwide, they are the so -called black nobility - owners of the world, which charge governments and people the rates of so -called international debt.

The elections are fraudulent not only in Brazil, more around the world even before the electronic ballot boxes that only made the vote secret for voters, but not secret to those who coordinate this system.

The problem of the privatization of auction companies is that those who buy these national companies are mostly national entrepreneurs, plus foreign tycoons than leeches drain the entire national economy.

Another action of darkness against the children of God was the establishment of taxes to stay on land, nature is free and offers shelter to all beings that inhabit it, Indians and peasants do not pay for housing, the city man was enslaved and forced to pay for its existence and housing from birth to death.

The kingdom of heaven will soon be instituted on earth and all materialism, greed, ambition, corruption and commodification of life will follow their ruin together those who try to destroy, ruin and bureaucratize their brothers. Sós you oh men of courage and faith those responsible for reintegrating the human soul and good values, do not let the evil bear fruit and weeds in their hearts, fight evil while there is time, be light !!! 💫✨",Other,,Unknown,Private user or post,,https://t.me/WelbertPSantos/68475
2023-01-06 16:27:12,,,,Telegram,0,-0.71,43357.41,As discórdias estão aumentando dentro das FFAA Mais um Almirante da reserva. O filho é Alimirante tbm e está na ativa. O conflito interno só está aumentando e pode estourar alguma coisa a qualquer momento!,The discords are increasing inside the FFAA plus a reserve admiral. The son is sight of also and is active. The internal conflict is only increasing and can burst something at any time!,Calls to join the January 8 riots,Military support,Removed by the user,Removed by the user,,
2023-01-06 16:30:38,,,,Telegram,10087,0.15,43358.27,"Veja mais alguns recados sendo postados nos grupos de militares da aviação . São Oficiais Superiores já na reserva 
 

 ➡️Esse tipo de nota dos Clubes Militares são como jacuba brochante.
 O que o presidente do Clube Naval está vendo que a cúpula das FFAA não viram e ainda não estão vendo ?
 Qual a explicação pra essa diferença de visão tão obtusa do cenário político-institucional do país pela cúpula das FFAA?
 Essa nota serve sim como um atestado de que houve omissão e conivência com a fraude eleitoral, entre outras.
 Seria então um desalinhamento de posicionamento do Clube Naval, falando pelos associados, em relação ao posicionamento das FFAA que nada viram, nada fizeram ?
 Não, com certeza não. Mais parece ter o efeito desejado de válvula de escape para arrefecer o clima. 
 ""Jacuba brochante"". ""Nada fizemos, nada vamos fazer"".
 Mas e a ditadura comunista sendo implantada ? E as próximas eleições com o molusco reeleito em primeiro turno por essas mesmas urnas do TSE ? E o povo morrendo de fome ?
 Ah não, Isso não vai acontecer. Ah isso não é problema das FFAA !!!
 FFAA hoje e a banda do Titanic, tudo a mesma coisa.
 Uma vergonha só.","See some more messages being posted to the aviation military groups. Are superior officials already in the reserve
 

 ➡️This type of military club grade are like Jacuba Brochante.
 What is the president of the Naval Club seeing that the FFAA summit have not seen and are not yet seeing?
 What is the explanation for this obtuse vision difference from the country's political-institutional scenario by the FFAA summit?
 This grade is a certificate that there was omission and connivance with electoral fraud, among others.
 It would then be a misalignment of the naval club, speaking by the associates, regarding the position of the FFAA that saw nothing, did nothing?
 No, certainly not. It seems more like the desired exhaust valve effect to cool the weather.
 ""Jacuba Brocente"". ""We did nothing, we will do nothing.""
 But what about the communist dictatorship being implemented? And the next elections with the reelected mollusk in the first round by these same TSE ballot boxes? And the people starving?
 Oh no, it won't happen. Ah this is not FFAA problem !!!
 FFAA today and the Titanic band, everything the same.
 A shame only.",Allegations of election fraud,Military support,Removed by the user,Removed by the user,,
2023-01-06 16:42:13,,,,Telegram,14449,0.52,43358.64,"Esse desgoverno que entrou por fraude não vai se sustentar e a prova disso é que eles já perceberam que a tarefa deles está difícil pois estão governando uma ampla maioria de patriotas com sangue nos olhos, eles não param de fazer M por segundo e aumenta cada vez mais a revolta da população !!!

Fora os patriotas, os isentoes que foram manipulados pela globo já estão com a bunda virada pra parede e alguns esquerdistas estão acordando porque não estão entendendo totalmente o programa de governo !!!

Ou seja, a revolta de segmentos da sociedade vai aumentar, teremos um caos e depois disso tudo vai acontecer !!!!

Ou seja, eles são tão 💩que nem a Nova Ordem Mundial está aguentando !","This mischievous that has entered the fraud will not be sustained and proof of this is that they have realized that their task is difficult because they are governing a large majority of patriots with blood in their eyes, they do not stop doing M per second and increasingly increases plus the revolt of the population !!!

Apart from the patriots, the exempt that have been manipulated by Globo are already with the butt facing the wall and some leftists are waking up because they are not fully understanding the government program !!!

That is, the segments revolt of society will increase, we will have chaos and after that will happen !!!!

That is, they are so 💩 that even the new world order is holding on!",Allegations of election fraud,,Unknown,Private user or post,,
2023-01-06 16:42:13,,,,Telegram,14449,0.52,43358.64,"Esse desgoverno que entrou por fraude não vai se sustentar e a prova disso é que eles já perceberam que a tarefa deles está difícil pois estão governando uma ampla maioria de patriotas com sangue nos olhos, eles não param de fazer M por segundo e aumenta cada vez mais a revolta da população !!!

Fora os patriotas, os isentoes que foram manipulados pela globo já estão com a bunda virada pra parede e alguns esquerdistas estão acordando porque não estão entendendo totalmente o programa de governo !!!

Ou seja, a revolta de segmentos da sociedade vai aumentar, teremos um caos e depois disso tudo vai acontecer !!!!

Ou seja, eles são tão 💩que nem a Nova Ordem Mundial está aguentando !","This mischievous that has entered the fraud will not be sustained and proof of this is that they have realized that their task is difficult because they are governing a large majority of patriots with blood in their eyes, they do not stop doing M per second and increasingly increases plus the revolt of the population !!!

Apart from the patriots, the exempt that have been manipulated by Globo are already with the butt facing the wall and some leftists are waking up because they are not fully understanding the government program !!!

That is, the segments revolt of society will increase, we will have chaos and after that will happen !!!!

That is, they are so 💩 that even the new world order is holding on!",Other,,Removed by the user,Removed by the user,,https://t.me/selvabrasiloficial/3878
2023-01-06 17:11:44,,,,Telegram,4823,-0.30,43357.82,"E aí preparados para lutar pela nossa nação dia 8 às 9:00 praça dos 3 poderes ? 

Compartilhe para os lutadores de verdade !!! 👆👆🇧🇷","What about prepared to fight for our nation on the 8th at 9:00 am Praça of the 3 Powers?

Share to real fighters !!! 👆👆🇧🇷",Calls to join the January 8 riots,,Unknown,Private user or post,,https://t.me/GGby93/68789
2023-01-06 17:31:00,,,,Telegram,106,-0.70,43357.42,"Demorei a postar pq estava procurando a verdade e ela apareceu!!
O exército interviu SIM!!","It took me a long time to post because I was looking for the truth and she appeared !!
The army intervened yes !!",Calls to join the January 8 riots,Military support,Removed by the user,Removed by the user,,
2023-01-06 18:11:49,,,,Telegram,0,-0.71,43357.41,"ELA PEGA NO GRUPO DA ANA PRISCILA AZEVEDO, COMPARTILHA ESSA PUBLICAÇÃO LÁ POR FAVOR,ELA TA VAZANDO TUDO, PRINCIPALMENTE DO GRUPO RESISTENCIA CIVIL ""@dayanemota0"" o nome de uusário dela, ela uma das infiltradas mais ativas dos grupos do lula","She catches the Ana Priscila Azevedo group, shares this publication there please, she is leaking everything, especially from the ""Dayanemota0"" Civil Resistance Group ""The name of her uuser, she is one of the most active infiltrates of Lula groups",Calls to join the January 8 riots,,Unknown,Private user or post,,https://t.me/Edilson72/68931
2023-01-06 18:16:00,,,,Telegram,0,-0.71,43357.41,"🚨06.01.23 ⌛️68° dia!📍 BH – MG 
Comando da 4ª Região Militar
⌚️+-  11 h   
Em Belo Horizonte : ESCLARESCENDO EXÉRCITO PEDE RETIRADA DE BARRACAS E NÃO DOS MANIFESTANTES, NÃO É PROIBIDO SE MANIFESTAR SEGUNDO O VÍDEO.
🚨Importante

Em Belo Horizonte, o exército já se pronunciou e não vão deixar tirar os manifestantes.
O que foi pedido, é para que as manifestações se adequem a legislação de trânsito, deixando as ruas livres, mas os manifestantes não poderão ser removidos do local","🚨06.01.23 ⌛️68th day! 📍 BH - MG
Command of the 4th Military Region
⌚️+- 11 h
In Belo Horizonte: Army, asking for withdrawals from tents and not the protesters, it is not forbidden to speak according to the video.
🚨Important

In Belo Horizonte, the army has already commented and will not let the protesters take.
What was requested is for the demonstrations to adapt to traffic law, leaving the streets free, but protesters cannot be removed from the site",Calls to join the January 8 riots,Military support,Removed by the user,Removed by the user,,
2023-01-06 18:16:26,,,,Telegram,5477,-0.24,43357.88,"OU LUTA CONTRA O COMUNISMO OU VAI CAIR NAS MÃOS DO GLOBALISMO!
TEMOS ATÉ O DOMINGO PARA RESOLVER ISSO! 
TEMOS DE CRIAR O CAUS EM BRASÍLIA, NAO PODE INVADIR O PLANALTO E NEM O CONGRESSO . 
DEUS NO COMANDO SEMPRE IRMÃOS 
RUMO A VITÓRIA 🏆 PELA TAÇA PELA LIBERDADE 🗽.

✅ Sigam nosso canal @nocentrodopoder 
@GeFazioBreakingNews 🇺🇸🇧🇷","Either fight against communism or will fall into the hands of globalism!
We have until Sunday to solve this!
We have to create the cause in Brasilia, can not invade the plateau or congress.
God in command always brothers
Towards victory 🏆 for the Freedom Cup 🗽.

✅ Follow our @nocentrodopoder channel
@GefaziobreakingNews 🇺🇸🇧🇷",Other,,Online,Online,,https://t.me/gefaziobreakingnews/45789
